concomitant,"সহবর্তী, সহচারী, সহগামী, সহঘটিত, সহগামী বিষয়, সঙ্গী",,
concord,"মিল, ঐক্য, সংগতি, স্বরৈক্য, সুরসংগতি",,
concordance,"মতৈক্য, মিল",,
concordant,"ঐকতানিক, মিলযুক্ত, অনুরূপ, সদৃশ",,
concordant sample,"ঐক্যতানিক নমুনা, সমঞ্জস নমুনা",,
concourse,"জনসমাবেশ, জমায়েত, সমাগম, সমাবেশক্ষেত্র",,
concrete,"বাস্তবাকৃতি বিশিষ্ট, অবয়ববিশিষ্ট, সাবয়ব, সাকার, মূর্ত, বস্তুগত, বাস্তব",,
cast concrete,"কংক্রিট নিক্ষেপ, ঢালাই কংক্রিট",,
concrete idea,মূর্তভাব,,
concrete floor,"আমার স্নাতকের, কংক্রীট মেঝে",,
concubine,"উপপত্নী, রক্ষিতা",,
concupiscence,"আসঙ্গলিপ্সা, কামেচ্ছা, যৌন কামনা",,
concupiscent,"কামলালসাপূর্ণ (Adj.), খামুক (Adj.)",,
concur,"একসঙ্গে ঘটা, একজায়গায় মিলিত হওয়া, সমাপতিত হওয়া",,
concurrence,"ঐক্যমত, মিল, সহঘটন",,
concurrent,"একই সঙ্গে সংঘটিত, সহঘটিত, সমাপতিত, সহাবস্থিত, সমবর্তী",,
concurrent list,"সমবর্তী তালিকা, যুগ্ম তালিকা, সমবর্তী সূচি",,
concurrent jurisdiction,সহাধিকারক্ষেত্র,,
concurrent processing,একসঙ্গে পরিচালন,,
concuss,"প্রচণ্ড ধাক্কা দেওয়া, অভিঘাত ঘটানো",,
concussion,"প্রচণ্ড ধাক্কা, আঘাত, আলোড়ন, অভিঘাত",,
condemn,"দোষারোপ করা, নিন্দা করা, ধিক্কার করা, শাস্তি দেওয়া, দোষী সাব্যস্ত করা, অব্যবহার্য বলে ঘোষণা করা",,
condemnable,নিন্দার্হ (Adj.),,
condemnatory,"নিন্দাসূচক (Adj.), নিন্দাপূর্ণ (Adj.)",,
condemned,"নিন্দিত (Adj.), নিন্দা করা (Adj.)",,
condensation,"সংক্ষিপ্তকরণ, ঘনীভবন",,
condense,"ঘনীভূত করা, গাঢ়তর করা, সংক্ষেপিত করা",,
condensed,"সংক্ষিপ্ত (Adj.), ঘনীভূত (Adj.), ঘনীকৃত (Adj.), গাঢ় (Adj.)",,
condenser,বাষ্পকে ঠাণ্ডা করে জলে পরিণত করার যন্ত্র,,
condescend,নিজের অভ্যস্ত উচ্চ অবস্থান থেকে স্বেচ্ছায় নেমে আসা,,
condescending,ক্ষমশীল (Adj.),,
condign,"সমমূল্যের, সমান মর্যাদার, যোগ্য, যথাযোগ্য, সমুচিত",,
condiment,"খাদ্যদ্রব্যকে সুস্বাদু করতে ব্যবহৃত জিনিস, সম্বরা, ফোড়ন, আচার, চাটনি, মশলা",,
condition,"শর্ত, অবস্থা, পরিস্থিতি, সামাজিক পদমার্যাদা, নির্ধারণ করা, প্রয়োজনীয় অবস্থায় আনা",,
condition of sale,"বিক্রয় শর্ত, বিক্রয় শর্ত",,
condition od service,"নিয়োগের শর্ত, নিয়োগের শর্ত",,
critical condition,"গুরুতর অবস্থায়, জীবনসংশয়",,
conditional,"শর্তযুক্ত, শর্তাধীন, শর্তসাপেক্ষ, কড়ারী",,
conditional endorsement,শর্তাধীন পৃষ্ঠাঙ্কন,,
conditional admissibily,শর্তাধীন গ্রহণীয়তা,,
conditioned,"সর্তমূলক (Adj.), সপ্রতিবন্ধ (Adj.)",,
conditioning,সর্তকরণ (N),,
conditions,পরিবেশ (N),,
condolatory,পরের শোকে শোকপ্রকাশমূলক (Adj.),,
condole,"গভীর দুঃখ প্রকাশ করা, সমবেদনা প্রকাশ করা, শোকপ্রকাশ করা",,
condolence,"দুঃখে সমবেদনা প্রকাশ, শোকজ্ঞাপন",,
condom,"জন্মনিয়ন্ত্রণের জন্যে ব্যবহৃত লিঙ্গ-আবরক, কনডম, ক্যাপ",,
condominium,কোনো রাষ্ট্রের কাজকর্মের উপর অন্য দুই বা ততোধিক রাষ্ট্রের যৌথ নিয়ন্ত্রণব্যবস্থা,,
condonable,"ক্ষন্তব্য (Adj.), ক্ষমার্থ (Adj.)",,
condone,"উপেক্ষা করা, ক্ষমা করা, ক্ষমার, উপেক্ষার যোগ্য করে তোলা",,
condor,উত্তর ও দক্ষিণ আমেরিকার একশ্রেণীর শকুন,,
conduce,"ঘটানো, কোনো অবস্থা সৃষ্টিতে সহায়ক হওয়া",,
conduct,"নৈতিক আচরণ, ব্যবহার, চালচলন, চর্যা, পরিচালনা, পরিচালন-পদ্ধতি, অধিনায়কত্ব",,
conduct sheet,"কন্ডাক্তশীট, কোনো সৈনিকের অপরাধ ও শাস্তির তালিকা",,
conduct of business,কার্যচালন,,
conducted,"পরিচালিত (Adj.), নীত (Adj.)",,
conducting,আবহ (Adj.),,
conductor,"নেতা, পরিচালক, পথপ্রদর্শক, তত্ত্বাবধায়ক",,
conduit,"জলনালি, বৈদ্যুতিক তার সংরক্ষণের টিউব",,
cone,"শঙ্কু, মোচক",,
cone of light,"শঙ্কুরশ্মিগুচ্ছ, লেনস দ্বারা শঙ্কুর আকারে অভিসৃত বা অপসৃত আলোকরশ্মি",,
cone of shade,"আলোছায়া শঙ্কু, সূর্যের উল্টোদিকে প্রসারিত গ্রহের শঙ্কুসদৃশ ছায়া",,
coney,"শশক, খরগোস, খরগোসের ছাল",,
confection,"মিশ্রণ, মিষ্টান্ন, মিঠাই",,
confederacy,পারস্পরিক সহায়তার উদ্দেশ্যে গঠিত জোট,,
confederate,"চুক্তি বা সন্ধিসূত্রে আবদ্ধ, জোটবদ্ধ, মৈত্রীবদ্ধ",,
confederation,"মৈত্রী, সংঘ, চুক্তিবদ্ধ",,
confer,"অর্পণ করা, প্রদান করা, পরামর্শ করা, আলোচনা করা",,
conference,"সম্মেলন (N), কথোপকথন (N), পরামর্শসভা (N), সম্মিলন (N), ঘোঁট (N), মন্ত্রণা (N), সলা (N)",,
conferment,প্রদান (N),,
conferrable,অর্পণযোগ্য,,
conferred,"প্রদত্ত (Adj.), দত্ত (Adj.), নিক্ষিপ্ত (Adj.), নিহিত (Adj.)",,
conferring,"প্রদায়ক (Adj.), প্রদায়ী (Adj.)",,
confess,"স্বীকার করা, মেনে নেওয়া, প্রকাশ করা, কবুল করা",,
confessedly,"সর্বজনবিদিতভাবে, স্বীকৃতি অনুযায়ী",,
confession,"স্বীকার, স্বীকারোক্তি, মেনে নেওয়া",,
confession of faith,"বিশ্বাসের স্বীকারোক্তি, কারো ধর্মমত, ধর্মবিশ্বাস প্রভৃতি ঘোষণা",,
confessional,স্বীকারোক্তি সম্বন্ধীয়,,
confessor,"যে ব্যক্তি পাপ স্বীকার করে, যে পুরোহিত স্বীকারোক্তি শোনেন",,
confetti,মিঠাইসমূহ (N),,
confidant,"অন্তরঙ্গ বন্ধু, প্রাণের বন্ধু, সখা",,
confide,"বিশ্বাস করে কিছু বলা, বিশ্বাস রাখা, ভরসা রাখা, আস্থা রাখা",,
confidence,"ভরসা, আস্থা, প্রত্যয়",,
confident,"সুনিশ্চিত, নিঃসংশয়, দ্বিধাহীন",,
confidential,"গোপন, গোপনীয়",,
confidential conference,"গোপনীয় সম্মেলনে, গোপন আলোচনা",,
confidential report,"গোপনীয় প্রতিবেদন, গোপনীয় প্রতিবেদন",,
confidential cover,বিশম্ভচ্ছদ,,
confidential letter,"গোপনীয় চিঠি, গোপনীয় পত্র",,
confidential file,"গোপনীয় ফাইল, গোপন নথি",,
confidential board,বিশ্রম্ভপট,,
confidential assistant,"গোপনীয় সহকারী, আপ্ত সহকারী",,
confidential character report,"গোপনীয় চরিত্র প্রতিবেদন, গোপনীয় চরিত্র প্রতিবেদন",,
confidentiality,"গোপনীয়তা, বিশ্বস্ততা, বিশ্বাসপ্রবণতা",,
confidentially,"গোপনে (Adv.), একান্তে (Adv.), আড়ালে অবডালে (Adv.)",,
confidently,"অসংশয়ে (Adv.), অভ্রান্তচিত্তে (Adv.)",,
confiding,"বিশ্বাসপরায়ণ, বিশ্বাসপ্রবণ",,
configuration,"আকৃতি, রূপরেখা, বহিরবয়ব, আপেক্ষিক অবস্থান",,
configuration of land,ভূ-প্রকৃতি,,
confine,"সংকীর্ণ স্থানে আবদ্ধ রাখা, সীমাবদ্ধ করে রাখা, কারারুদ্ধ করা, সীমা, সীমানা",,
confined,"সীমাবদ্ধ (Adj.), আটকা (Adj.), সংকীর্ণ (Adj.), আটক (Adj.), কারারূদ্ধ (Adj.), আটকান (Adj.), বন্ধ (Adj.), অবরুদ্ধ (Adj.), নিরূদ্ধ (Adj.), সংরূদ্ধ (Adj.)",,
confinement,"কারারুদ্ধ অবস্থা, কারাবাস, সন্তানপ্রসব",,
confines,অবরোধ (N),,
confirm,"সুনিশ্চিত করা, অনুমোদন করা",,
confirmable,প্রতিপাদ্য (Adj.),,
confirmation,"অনুমোদন, স্বীকৃতিদান, সমর্থন",,
confirmation letter,"নিশ্চিতকরণ চিঠি, অনুমোদনপত্র, সমর্থনপত্র",,
confirmatory,"প্রমাণক্ষম (Adj.), সমর্থক (Adj.)",,
confirmed,"প্রতিপাদিত (Adj.), সন্নিযুক্ত (Adj.), অভ্যস্ত (Adj.), অনুমোদিত (Adj.), প্রতিপন্ন (Adj.), স্থিরীকৃত (Adj.), বদ্ধমূল (Adj.), ঘাগী (Adj.), ঘাগি (Adj.)",,
confirming,প্রতিপাদক (Adj.),,
confiscate,"বাজেয়াপ্ত করা, জব্দ করা, উপগ্রহণ করা",,
confiscated,"বাজেয়াপ্ত (Adj.), জব্দ (Adj.)",,
confiscation,"বাজেয়াপ্তকরণ, উপগ্রহণ",,
confiscatory,"উপগ্রহণ সংক্রান্ত, বাজেয়াপ্ত করা সংক্রান্ত",,
conflagration,ব্যাপক ও বিধ্বংসী অগ্নিকাণ্ড,,
conflict,"লড়াই, দ্বন্দ্ব, সংঘর্ষ, মতবিরোধ",,
class conflict,শ্রেণী দ্বন্দ্ব,,
class conflict,শ্রেণী দ্বন্দ্ব,,
conflicting,"বিপরীত (Adj.), পরম্পরবিরোধী (Adj.), বিরূদ্ধ (Adj.), দ্বন্দ্বী (Adj.)",,
confluence,"সংগমস্থল, সংগম, সমপ্রবাহী হওয়া, বিপুল জনসমাবেশ",,
confluent,একত্র প্রবহমান,,
conform,"মেনে চলা, একমত হওয়া, অনুবর্তী হওয়া, নিজেকে খাপ খাওয়ানো",,
conformation,"ঐকমত্য, সাদৃশ্য, অনুবর্তিতা, অভিযোজন",,
conforming,"অনুরূপকারী (Adj.), অনুসারিণী (Adj.), অনুসারী (Adj.), অনুগ (Adj.)",,
conformism,"প্রথানুবর্তিতা, প্রচলসম্মতি",,
conformist,"প্রথানুসারী, প্রথানুবর্তী, প্রচলসম্মত",,
conformity,প্রথানুসারী কাজ বা আচরণ,,
confound,"হতবুদ্ধি করা, বিহ্বল করা, বিভ্রান্ত করা, বানচাল করা, বিশৃঙ্খলা ঘটানো",,
confounded,কিংকর্তব্যবিমূঢ় (Adj.),,
confront,"সম্মুখীন করা, মুখোমুখি আনা, মোকাবিলা করা, বিপরীত দিকে থাকা",,
confrontation,"শক্তভাবে মোকাবিলা, সরাসরি বিরোধিতা, রুখে দাঁড়ানো",,
confucian,চীনা দার্শনিক কনফিউশিয়াস সম্পর্কিত,,
confuse,"এলোমেলো করা, গুলিয়ে ফেলা, হতভম্ব করা",,
confused,"বিভ্রান্ত (Adj.), বিহ্বল (Adj.), বিশৃঙ্খল (Adj.), দিশাহারা (Adj.), শৃঙ্খলাহীন (Adj.), উলটাপালটা (Adj.), পথচু্যত (Adj.), বিষণ্ণ (Adj.), জড়িত (Adj.)",,
confusing,"বিভ্রান্তিকর (Adj.), বিভ্রান্তকর (Adj.), ঠকানে (Adj.), গোলমেলে (Adj.)",,
confusion,"বিশৃঙ্খলা, এলোমেলো অবস্থা",,
confute,"কেউ ভুল করেছে তা প্রতিপন্ন করা, খণ্ডন করা",,
congeal,"ঠাণ্ডায় জমাট বাঁধা, শিলীভবন ঘটা",,
congealed,"জমাট (Adj.), জমা (Adj.), তঁচিত (Adj.), জমান (Adj.)",,
congealment,বাঁধা অবস্থা (N),,
congenial,"সমপ্রকৃতিবিশিষ্ট, সমমনস্ক, সমরুচিসম্পন্ন, অমায়িক, উপযোগী, অনুকূল",,
congeniality,উপযোগিতা (N),,
congenital,"জন্মগত, সহজাত, আজন্ম বিদ্যমান",,
conger,দীর্ঘকায় সামুদ্রিক বাণ মাছ,,
congested,"ঘনবসতিপূর্ণ (Adj.), জনসমাকীর্ণ (Adj.), ঘিঁজি (Adj.)",,
congested place,"ঘনবসতিপূর্ণ স্থানে, অতিশয় জনাকীর্ণ স্থান",,
congestion,"অস্বাভাবিক রক্ত সঞ্চয়, অত্যধিক ভিড়",,
conglomerate,"পিণ্ডীভূত, স্তূপীকৃত, বহু-সমন্বিত",,
conglomerate crystal,"পিণ্ডীভূত ক্রিস্টাল, পিণ্ডীকৃত দানা",,
conglomerated,পিণ্ডিত (Adj.),,
conglomeration,"পিণ্ডীভূত অবস্থা, ঘনসন্নিবেশ",,
congratulate,"অভিনন্দন জানানো, সংবর্ধিত করা",,
congratulated,"অভিনঁদিত (Adj.), নন্দিত (Adj.)",,
congratulation,"অভিনন্দনজ্ঞাপন, সংবর্ধনা, অভিনন্দন",,
congratulations,অভিনন্দন (interj.),,
congratulator,অভিনন্দনকারী,,
congratulatory,"অভিনন্দনসূচক, অভিনন্দনজ্ঞাপক, সংবর্ধনাসূচক",,
congregate,"সমাবিষ্ট করা, একত্রিত করা বা হওয়া, জড়ো হওয়া, জড়ো করা",,
congregation,"ধর্মসভা (N), জনসমবায় (N)",,
congress,"প্রতিনিধিদের আলোচনাসভা, মহাসভা, একত্রিত হওয়া",,
congressional,মহাসভা - সম্পর্কিত (Adj.),,
congruence,"মিল, সংগতি, সামঞ্জস্য",,
congruent,"উপযোগী, সংগতিপূর্ণ, অনুরূপ",,
congruity,"সংগতি, সামঞ্জস্য, মিল",,
congruous,"মানানসই, সংগতিপূর্ণ, যথাযোগ্য",,
conic,মোচাকৃতি,,
conic section,মোচাকৃতি অধ্যায়,,
conifer,"শঙ্কুসদৃশ, মোচাকৃতি",,
coniferous,সরলবর্গীয়,,
conjecture,"অনুমান করা, আন্দাজ করা, আঁচ করা",,
conjectured,অনুমিত (Adj.),,
conjoin,"একত্রিত করা, মিলিত হওয়া বা করা",,
conjugal,"বৈবাহিক, দাম্পত্য, বিবাহিত জীবন সম্পর্কিত",,
conjugal rights,"দাম্পত্য অধিকার, দাম্পত্যসহবাসের অধিকার",,
conjugal right,দাম্পত্য অধিকার,,
conjugality,দাম্পত্য জীবন (N),,
conjugate,"ধাতুরূপ করা, সংযুক্ত করা, সংযুক্ত, অনুবদ্ধ",,
conjugate diameter,"অনুবন্ধী ব্যাস, অনুবদ্ধ ব্যাস",,
conjunction,"সংযোগ (N), মিলন (N), যুগপত্সংঘটন (N)",,
conjunctiva,নেত্রবর্ত্মকলা,,
conjunctive,সংযোজক (Adj.),,
conjunctive tissue,যোজক কলা,,
conjunctivitis,নেত্রবর্ত্মকলার প্রদাহ,,
conjuncture,"মিলন, সংযোগ, সন্ধিক্ষণ, সংকটকাল",,
conjuration,"সনির্বন্ধ অনুরোধ, মিনতি",,
conjure,"সনির্বন্ধ অনুরোধ করা, মিনতি করা",,
conjure up,"ভেলকি দেখান আপ, জাদুবলে কোনো কিছুর আবির্ভাব ঘটানো",,
conjurer,"ভেলকিবাজ, জাদুকর, বাজিকর",,
conjuror,"ভেলকিবাজ, জাদুকর, বাজিকর",,
conk,"নাক, ভেঙে যাওয়া, বিকল হওয়া, মূর্ছা যাইয়া",,
connect,"যুক্ত করা, যুক্ত হওয়া, আত্মীয়তাসূত্রে আবদ্ধ করা, যুক্ত থাকা",,
connected,"সংযুক্ত (Adj.), যুক্ত (Adj.), জড়িত (Adj.), সম্বদ্ধ (Adj.), অনুবন্ধী (Adj.), অনুষঙ্গী (Adj.)",,
connecting,সংযোজক (Adj.),,
connection,"সংযোগ, যোজন, সংযোগসাধন, সংযুক্তি, সম্পর্ক, আত্মীয়",,
connective,"যোজক, সংযোজক",,
connexion,সংযোগ,,
connivance,"স্বেচ্ছায় উপেক্ষা, প্রচ্ছন্ন প্রশ্রয়, মৌন সম্মতি",,
connivancy,উপেক্ষা (N),,
connive,"উপেক্ষা করা, দেখেও না দেখা, প্রচ্ছন্নভাবে প্রশ্রয় দেওয়া, চক্রান্ত করা",,
connoisseur,"শিল্পকলা প্রভৃতির সমঝদার, রসজ্ঞ ব্যক্তি",,
connoisseurship,বৈদগ্ধ্য (N),,
connotation,"সংজ্ঞা (N), অর্থ (N), পদার্থ (N), জাত্যর্থ (N)",,
connotative,গুণবাচক (Adj.),,
connote,সামগ্রিক অর্থ হিসেবে দেখানো,,
connubial,"বিবাহ সম্বন্ধীয়, বৈবাহিক",,
conquer,"জয় করা, অতিক্রম করা, পরাভূত করা, জোর করে দখল করা, বশীভূত করা",,
conquerable,"জয়সাধ্য, জেয়",,
conquered,জিত (Adj.),,
conquering,"অতিক্রমকারী (Adj.), পরাজয়দায়ক (Adj.), বশীভূতকারী (Adj.), অভিভূতকারী (Adj.), জয় (N)",,
conqueror,"জয়ী (N), বিজেতা (N), জেতা (N), জয়ী লোক (N)",,
conquest,"অধিকার, দখল, জয়, অধিকৃত অঞ্চল বা দেশ",,
consanguine,জন্মগত,,
consanguinity,"একমূলতা, সগোত্রতা, রক্তের সম্বন্ধ, জন্মসূত্রে আত্মীয়তা",,
conscience,"বিবেক, ধর্মবুদ্ধি, নীতিবোধ, ন্যাযবোধ, বিচারবুদ্ধি",,
conscience smitten,প্রহৃত বিবেক,,
conscience struck,"বিবেক তাড়িত, বিবেকদষ্ট, বিবেকপীড়িত, বিবেকের তাড়নায় অস্থির",,
conscience stricken,"বিবেকের তাড়নায় অস্থির, বিবেকদষ্ট, বিবেকপীড়িত, বিবেকের তাড়নায় অস্থির",,
conscience money,"বিবেকের টাকা, বিবেকের তাড়নায় প্রদত্ত অর্থ",,
conscienceless,বিবেকহীন (Adj.),,
conscientious,"ধর্মবুদ্ধিচালিত, কর্তব্যবোধে চালিত, ন্যায়পরায়ণ, ন্যায়নিষ্ঠ, বিবেকবান, বিবেকনিষ্ঠ",,
conscientiousness,সুবুদ্ধি (N),,
conscious,"সচেতন, জ্ঞাত, অবহিত, অবগত, সজ্ঞান, আত্মসচেতন",,
co conscious,সচেতন সহ,,
consciously,"সজ্ঞানে (Adv.), আত্মচেতনভাবে (Adv.)",,
consciousness,"চৈতন্য, চেতনা, সংজ্ঞা, উপলব্ধি",,
co consciousness,সমবায় চেতনা,,
class consciousness,শ্রেণী চেতনা,,
conscript,আইনবলে কাউকে সৈন্যদলে যোগ দিতে বাধ্য করা,,
consecrate,"পবিত্র জ্ঞানে স্বতন্ত্রভাবে রাখা, কোনো বিশেষ উদ্দেশ্যে নিবেদন, দেবসেবায় নিবেদন করা, পবিত্র করা",,
consecrated,প্রতিষ্ঠাপিত (Adj.),,
consecration,"পবিত্রকরণ, অভিষেক",,
consecutive,"ক্রমাগত, ক্রমিক, ক্রমান্বিত, পরম্পরাগত, পরপর, ধারাবাহিক",,
consecutive number,"পরপর সংখ্যা, ক্রমিক সংখ্যা",,
consecutively,"পরপর (Adv.), উপর - উপরি (Adv.)",,
consensus,"সর্বসম্মতি, ঐক্যমত্য, অধিকাংশের মত, সংখ্যাগরিষ্ঠের মত",,
consent,"রাজি হওয়া, একমত হওয়া, ইচ্ছা প্রকাশ করা, সম্মতি, অনুমতি, সায়",,
consented,অনুমোদিত (Adj.),,
consenting,"ইচ্ছু (Adj.), ইচ্ছুক (Adj.), সম্মত (Adj.)",,
consequence,"ফল, পরিণাম, গুরুত্ব",,
consequent,"অনুবর্তী (Adj.), অনুসারী (Adj.), অনুসারিণী (Adj.), অনুযায়ী (Adj.), অনুযাত (Adj.), অনুগাবয়ব (Adj.)",,
consequent pole,উপমেরু,,
consequential,"আনুষঙ্গিক, হামবড়া, গর্বিত",,
consequential loss,"আনুষঙ্গিক ক্ষতি, পরোক্ষ ক্ষতি",,
conservancy,সংরক্ষণ,,
conservancy service,"সংরক্ষণের সেবা, ময়লা নিষ্কাশন ব্যবস্থা",,
conservancy staff,"সংরক্ষণের কর্মীরা, ময়লা নিষ্কাশন কর্মীবৃন্দ",,
conservation,"সংরক্ষণ, প্রাকৃতিক পরিবেশ সংরক্ষণ",,
conservation of energy,শক্তির নিত্যতা,,
conservatism,"রক্ষণশীলতা, পরিবর্তনবিরোধিতা",,
conservative,"বাঁচিয়ে রাখা, সংরক্ষণপ্রবণ, রক্ষণশীল",,
conservative party,রক্ষণশীল দল,,
conservativeness,গোঁড়ামি (N),,
conservatoire,সঙ্গীতবিদ্যালয়,,
conservatory,"স্পর্শকাতর গাছপালা রক্ষা করার কাচঘর, সংগীত শিক্ষালয়",,
conserve,"সঞ্চয় করে রাখা, জমিয়ে রাখা, সংরক্ষণ করা",,
conserved,সংরক্ষিত (Adj.),,
consider,"ভেবে দেখা, বিবেচনা করা, হিসেবের মধ্যে আনা, ধারণা করা",,
considerable,"বিবেচনাযোগ্য, ভেবে দেখার মতো, গুরুত্বপূর্ণ, গণ্যমান্য, রীতিমতো",,
considerably,"অনেক (Adv.), প্রচুরভাবে (Adv.)",,
considerate,"সহানুভূতিশীল, মনোযোগী, বুঝদার, সুবিবেচক, সতর্ক",,
consideration,"বিবেচনা, ভেবে দেখার মতো বিষয়",,
consideration money,"বিবেচনার টাকা, পণ",,
considered,"বিবেচিত (Adj.), চিন্তিত (Adj.), বিচারিত (Adj.), গণিত (Adj.)",,
considering,"বিবেচনা করা, বিবেচনায়",,
consign,"কাউকে কিছু পাঠানো, চালান দেওয়া, অর্পণ করা",,
consigned,"চালানি (Adj.), চালানী (Adj.)",,
consignment,"মাল পাঠানো, চালান",,
consignment book,চালান বই,,
consignor,প্রেরক (N),,
consilience,মিল (N),,
consist,"গঠিত হওয়া, নিহিত থাকা, সংগতিপূর্ণ হওয়া",,
consistence,"সংগতি, মিল, সামঞ্জস্য",,
consistency,"সংগতি, সামঞ্জস্য, মিল",,
consistent,"অবিচলিত, অটল, সংগতিপূর্ণ, সামঞ্জস্যপূর্ণ",,
consisting,"উপাদানীভূত (Adj.), অংশীভূত (Adj.)",,
consolation,"সান্ত্বনাদান, প্রবোধ, স্বাচ্ছন্দ্য, শান্তি, সান্ত্বনাদায়ক কোনো কিছু",,
consolation prize,সান্ত্বনা পুরস্কার,,
consolatory,"সান্ত্বনাসূচক, সান্ত্বনাদায়ক",,
console,"সান্ত্বনা দেওয়া, প্রবোধ দেওয়া, সহানুভূতি জানানো, টেলিভিসন ইঃ রাখবার সুদৃশ্য আসবাব",,
consoled,"জুড়ান (Adj.), প্রবোধিত (Adj.), প্রতিবোধিত (Adj.), প্রবীণ (Adj.)",,
consolidate,"জমে যাওয়া, জমাট বাঁধা, মজবুত করা, একীভূত করা",,
consolidated,"দৃঢ় (Adj.), সংকুচিত (Adj.)",,
consolidation,"একীভবন, একীকরণ, সংহতি, সমন্বয়সাধন",,
consolidation of debt,"ঋণ একত্রীকরণের, ঋণ একীকরণ",,
consoling,প্রবোধন (N),,
consomme,পাতলা জলের মতো মাংসের সুরুয়া,,
consonance,"ধ্বনি, অর্থ, রুচি প্রভৃতির সংগতি, সুরসংগতি",,
consonant,"সংগতিপূর্ণ, ব্যঞ্জনবর্ণ, সুসংগত, সুসমন্বিত",,
consort,"স্বামী বা স্ত্রী, সহগামী জাহাজ, সঙ্গে থাকা, সময় কাটানো, সংগতি থাকা",,
consortium,সহায়---সংঘ,,
conspectus,"সংক্ষিপ্তসার, সারসংগ্রহ, কোনো বিষয় বা দৃশ্যের সামগ্রিক নিরীক্ষা",,
conspicuous,"দৃষ্টি-আকর্ষণকারী, স্পষ্টলক্ষিত",,
conspicuous place,"প্রসিদ্ধ স্থান, সুপ্রকাশ্য স্থান",,
conspicuously,"প্রকটরূপে, লক্ষণীয়ভাবে",,
conspiracy,"ষড়যন্ত্র, চক্রান্ত",,
criminal conspiracy,"অপরাধমূলক ষড়যন্ত্র, দণ্ডনীয় ষড়যন্ত্র",,
conspirator,"ষড়যন্ত্রকারী, চক্রী, চক্রান্তকারী",,
conspire,"ষড়যন্ত্র করা, চক্রান্ত করা",,
constable,"পুলিশ, পাহারাওয়ালা, আরক্ষিক",,
constabulary,আঞ্চলিক পুলিশবাহিনী,,
constancy,"দৃঢ়তা, স্থায়িত্ব, স্থিরতা, অবিচলতা, আনুগত্য",,
constant,"একটানা, অবিরত, ধ্রুব, নিত্য, ঘনঘন ঘটে এমন, অবিচল",,
constant rate,"ধ্রুব হার, নিত্যহার",,
constant quantity,ধ্রুবক,,
constant price,নিত্যমূল্য,,
constant returns,"ধ্রুব আয়, সম-আগম",,
constant of inversion,"বিলোমাঙ্ক, বিলোমাঙ্ক",,
constantly,"সর্বদা (Adv.), অবিরত (Adv.), প্রতিনিয়ত (Adv.), অবিরতভাবে (Adv.)",,
constellation,"তারার ঝাঁক, নক্ষত্রসমাবেশ, নক্ষত্রমণ্ডল, বিবুধসমাগম, বুধসমাবেশ",,
consternation,"ভয়জনিত হতাশা, হতবুদ্ধি অবস্থা, বিহ্বলতা, আতঙ্ক",,
constipate,"কোষ্ঠবদ্ধ করা, অচল, রুদ্ধ করা, আটকে দেওয়া",,
constipation,"কোষ্ঠকাঠিন্য, কোষ্ঠবদ্ধতা",,
constituency,"নির্বাচনক্ষেত্র, নির্বাচনকেন্দ্র, নির্বাচকমণ্ডলী, সমর্থকবৃন্দ",,
constituent,"সংগঠক, সমবায়ী, উপাদানভূত",,
constitute,"অধিষ্ঠিত করা, নিয়োগ করা, সৃষ্টি করা, স্থাপন করা, বৈধ ক্ষমতা দেওয়া",,
constituted,অংশী (Adj.),,
constitutional,"শাসনতান্ত্রিক, নিয়মতান্ত্রিক, সাংবিধানিক, সংবিধানসম্মত",,
constitutional powers of the president,রাষ্ট্রপতির সাংবিধানিক ক্ষমতা,,
constitutional formula,"বিধানিক সূত্র, সংস্থান সংকেত, বিন্যাস সংকেত",,
constitutional law,সাংবিধানিক আইন,,
constitutional government,সাংবিধানিক সরকার,,
constrain,"বলপ্রয়োগ করে কিছু করানো, অনেক করে বুঝিয়ে কিছু করানো, আটক করা",,
constrained,"অপ্রতিভ (Adj.), বাধ্য (Adj.)",,
constrainedly,"বাধ্যতামূলকভাবে (Adv.), অপ্রতিভভাবে (Adv.)",,
constraint,"বাধ্যবাধকতা, বাধ্য করা, সংকোচ, কুণ্ঠা, আটক, অবরোধ",,
constrict,"সংকুচিত করা, সীমিত করা, চেপে ধরা, সঞ্চাপিত করা",,
constrictive,সংকোচনশীল,,
construct,"গঠন করা, নির্মাণ করা, কল্পিত বস্তু",,
constructed,"নির্মিত (Adj.), গঠিত (Adj.), বিরচিত (Adj.)",,
constructing,নির্মাতা (Adj.),,
construction,"নির্মাণকার্য, নির্মাণ, গঠন, নির্মিত বস্তু, বাক্যের পদবিন্যাস",,
construction industry,"নির্মাণ শিল্প, নির্মাণশিল্প",,
constructional,গঠনশীল (Adj.),,
constructive,"গঠনমূলক (Adj.), নির্মাণক্ষম (Adj.), আনুমানিক (Adj.)",,
constructive delivery,"গঠনমূলক বিতরণ, কার্যতপক্ষে অর্পণ",,
constructive fraud,"গঠনমূলক জালিয়াতি, অন্বয়শ্রিত প্রতারণা",,
constructive total loss,"সামগ্রিক ক্ষতি, উদ্ধার যোগ্য সামগ্রিক ক্ষতি",,
constructive process,"সংযোজী, সংযোজী ক্রিয়া",,
